Member_ID,Seasonal_Pass,Purchase_Count,Total_Spent,Avg_Purchase,Games_Attended,Age_Group,Region
10032882,False,1,152,152.0,8,41-60,Domestic
10032883,False,1,75,75.0,1,18-25,Domestic
10032884,False,2,304,152.0,2,41-60,Domestic
10032885,False,2,242,121.0,7,60+,Domestic
10032886,False,2,192,96.0,6,60+,Domestic
10032887,False,2,242,121.0,3,18-25,Domestic
10032888,False,1,75,75.0,3,41-60,Domestic
10032889,False,1,90,90.0,3,18-25,Domestic
10032890,False,1,152,152.0,2,41-60,Domestic
10032891,False,1,152,152.0,1,<18,Domestic
10032892,False,1,50,50.0,7,41-60,Domestic
10032893,True,2,95,47.5,19,60+,Domestic
10032894,False,1,152,152.0,4,18-25,Domestic
10032895,False,2,227,113.5,7,<18,Domestic
10032896,False,2,140,70.0,1,18-25,Domestic
10032897,False,1,75,75.0,5,26-40,International
10032898,False,2,187,93.5,5,18-25,International
10032899,False,2,187,93.5,6,18-25,Domestic
10032900,False,1,25,25.0,3,18-25,Domestic
10032901,False,1,90,90.0,6,<18,Domestic
10032902,False,2,202,101.0,1,41-60,Domestic
10032903,True,2,150,75.0,18,26-40,International
10032904,False,1,152,152.0,5,26-40,Domestic
10032905,False,1,40,40.0,5,26-40,Domestic
10032906,False,2,227,113.5,1,26-40,Domestic
10032907,True,2,242,121.0,29,18-25,Domestic
10032908,False,2,85,42.5,6,18-25,Domestic
10032909,False,2,304,152.0,8,26-40,Domestic
10032910,False,1,90,90.0,6,26-40,International
10032911,False,1,152,152.0,5,18-25,Domestic
10032912,False,1,90,90.0,5,18-25,Domestic
10032913,False,1,152,152.0,2,18-25,Domestic
10032914,False,2,172,86.0,2,<18,Domestic
10032915,False,2,192,96.0,8,<18,Domestic
10032916,False,2,165,82.5,4,41-60,International
10032917,False,2,177,88.5,6,26-40,Domestic
10032918,False,1,40,40.0,5,26-40,Domestic
10032919,False,1,35,35.0,3,26-40,Domestic
10032920,False,1,90,90.0,5,18-25,Domestic
10032921,False,2,165,82.5,3,60+,Domestic
10032922,False,2,192,96.0,1,60+,Domestic
10032923,False,2,100,50.0,1,26-40,Domestic
10032924,False,1,90,90.0,8,26-40,Domestic
10032925,False,1,152,152.0,1,18-25,Domestic
10032926,False,2,192,96.0,2,26-40,Domestic
10032927,False,1,40,40.0,3,41-60,Domestic
10032928,False,2,304,152.0,3,<18,Domestic
10032929,False,1,50,50.0,8,<18,Domestic
10032930,False,1,40,40.0,7,26-40,Domestic
10032931,False,2,227,113.5,3,26-40,Domestic
10032932,False,1,152,152.0,2,18-25,Domestic
10032933,False,1,35,35.0,7,18-25,Domestic
10032934,False,1,152,152.0,5,41-60,Domestic
10032935,False,2,125,62.5,8,18-25,Domestic
10032936,False,1,20,20.0,4,18-25,Domestic
10032937,False,1,90,90.0,8,60+,Domestic
10032938,False,1,25,25.0,7,26-40,Domestic
10032939,False,2,110,55.0,5,26-40,Domestic
10032940,False,2,150,75.0,5,41-60,Domestic
10032941,True,1,40,40.0,18,18-25,Domestic
10032942,False,2,125,62.5,5,<18,Domestic
10032943,False,2,304,152.0,7,18-25,International
10032944,False,2,187,93.5,7,18-25,Domestic
10032945,False,2,115,57.5,7,41-60,Domestic
10032946,True,2,304,152.0,24,60+,Domestic
10032947,False,2,150,75.0,2,60+,International
10032948,False,1,20,20.0,6,<18,Domestic
10032949,False,2,242,121.0,8,18-25,Domestic
10032950,False,2,110,55.0,3,26-40,Domestic
10032951,True,1,25,25.0,17,<18,Domestic
10032952,False,2,304,152.0,4,18-25,Domestic
10032953,False,1,25,25.0,5,18-25,International
10032954,False,1,25,25.0,5,26-40,Domestic
10032955,False,1,90,90.0,2,26-40,International
10032956,False,2,304,152.0,6,<18,International
10032957,False,2,304,152.0,4,26-40,Domestic
10032958,False,1,152,152.0,6,18-25,Domestic
10032959,False,2,187,93.5,4,26-40,Domestic
10032960,False,2,75,37.5,8,41-60,Domestic
10032961,False,1,35,35.0,7,18-25,Domestic
10032962,False,2,304,152.0,1,26-40,Domestic
10032963,False,1,90,90.0,2,41-60,Domestic
10032964,False,2,70,35.0,8,26-40,Domestic
10032965,False,2,55,27.5,7,26-40,Domestic
10032966,False,2,75,37.5,6,26-40,Domestic
10032967,False,1,90,90.0,3,26-40,Domestic
10032968,False,2,115,57.5,5,18-25,Domestic
10032969,False,1,152,152.0,1,26-40,Domestic
10032970,False,2,227,113.5,5,26-40,Domestic
10032971,False,2,60,30.0,6,26-40,Domestic
10032972,False,2,242,121.0,1,18-25,Domestic
10032973,False,2,304,152.0,6,18-25,Domestic
10032974,False,2,227,113.5,7,18-25,Domestic
10032975,False,2,304,152.0,7,18-25,Domestic
10032976,False,1,25,25.0,2,18-25,Domestic
10032977,False,2,192,96.0,3,26-40,Domestic
10032978,False,1,152,152.0,4,<18,Domestic
10032979,False,1,152,152.0,1,26-40,Domestic
10032980,True,2,110,55.0,24,<18,International
10032981,False,2,165,82.5,3,18-25,Domestic
10032982,False,2,165,82.5,1,18-25,Domestic
10032983,False,2,100,50.0,5,41-60,International
10032984,False,1,152,152.0,7,26-40,Domestic
10032985,False,1,75,75.0,6,41-60,Domestic
10032986,False,2,304,152.0,7,41-60,Domestic
10032987,True,2,110,55.0,25,18-25,Domestic
10032988,False,1,25,25.0,2,26-40,Domestic
10032989,False,2,227,113.5,3,18-25,Domestic
10032990,False,1,152,152.0,5,26-40,Domestic
10032991,False,2,110,55.0,3,18-25,Domestic
10032992,False,1,40,40.0,3,<18,Domestic
10032993,False,1,152,152.0,5,18-25,Domestic
10032994,False,2,304,152.0,6,<18,Domestic
10032995,False,1,75,75.0,8,26-40,Domestic
10032996,False,1,152,152.0,2,41-60,Domestic
10032997,False,2,202,101.0,6,18-25,Domestic
10032998,False,2,242,121.0,4,18-25,International
10032999,False,2,125,62.5,8,18-25,International
10033000,False,2,304,152.0,5,41-60,Domestic
10033001,False,2,304,152.0,7,18-25,Domestic
10033002,True,1,25,25.0,22,26-40,Domestic
10033003,False,1,152,152.0,5,18-25,Domestic
10033004,False,1,75,75.0,3,18-25,Domestic
10033005,False,1,152,152.0,1,18-25,Domestic
10033006,False,2,115,57.5,3,26-40,Domestic
10033007,False,2,304,152.0,3,18-25,Domestic
10033008,False,2,227,113.5,1,18-25,Domestic
10033009,False,2,242,121.0,3,26-40,Domestic
10033010,False,1,20,20.0,1,18-25,Domestic
10033011,False,1,75,75.0,1,26-40,Domestic
10033012,False,1,20,20.0,2,18-25,Domestic
10033013,False,2,177,88.5,1,18-25,Domestic
10033014,False,1,20,20.0,6,18-25,Domestic
10033015,False,1,75,75.0,3,18-25,Domestic
10033016,False,1,75,75.0,1,26-40,Domestic
10033017,False,2,304,152.0,5,<18,Domestic
10033018,False,2,202,101.0,6,<18,Domestic
10033019,False,1,25,25.0,4,18-25,Domestic
10033020,False,1,152,152.0,5,18-25,Domestic
10033021,False,1,152,152.0,1,18-25,Domestic
10033022,False,1,35,35.0,4,26-40,Domestic
10033023,False,1,152,152.0,8,18-25,International
10033024,False,2,192,96.0,3,18-25,Domestic
10033025,True,2,75,37.5,26,18-25,International
10033026,False,1,75,75.0,8,60+,International
10033027,False,2,304,152.0,1,26-40,Domestic
10033028,False,2,227,113.5,8,26-40,Domestic
10033029,False,1,90,90.0,6,18-25,Domestic
10033030,False,1,152,152.0,8,18-25,Domestic
10033031,False,2,202,101.0,4,18-25,International
10033032,False,1,152,152.0,6,18-25,Domestic
10033033,False,2,115,57.5,7,41-60,Domestic
10033034,False,2,110,55.0,8,<18,Domestic
10033035,False,2,150,75.0,6,26-40,Domestic
10033036,False,2,227,113.5,6,18-25,Domestic
10033037,False,2,242,121.0,5,<18,International
10033038,False,1,75,75.0,7,60+,Domestic
10033039,False,2,75,37.5,8,60+,Domestic
10033040,False,2,125,62.5,2,26-40,Domestic
10033041,False,1,90,90.0,2,<18,Domestic
10033042,False,2,304,152.0,2,18-25,Domestic
10033043,False,2,100,50.0,7,26-40,International
10033044,False,2,95,47.5,3,18-25,International
10033045,False,1,20,20.0,8,18-25,International
10033046,False,2,242,121.0,7,18-25,Domestic
10033047,False,1,40,40.0,4,18-25,Domestic
10033048,False,2,227,113.5,8,41-60,Domestic
10033049,False,2,130,65.0,5,41-60,Domestic
10033050,False,1,35,35.0,2,<18,Domestic
10033051,False,1,75,75.0,5,<18,Domestic
10033052,False,2,70,35.0,2,18-25,International
10033053,False,2,100,50.0,7,41-60,Domestic
10033054,False,2,75,37.5,4,18-25,Domestic
10033055,False,1,152,152.0,3,18-25,Domestic
10033056,False,2,304,152.0,4,26-40,Domestic
10033057,False,2,192,96.0,4,<18,Domestic
10033058,False,1,152,152.0,8,<18,International
10033059,False,2,110,55.0,5,<18,Domestic
10033060,True,2,227,113.5,19,60+,Domestic
10033061,True,2,187,93.5,17,18-25,Domestic
10033062,False,2,227,113.5,1,<18,Domestic
10033063,False,1,75,75.0,5,18-25,Domestic
10033064,False,2,85,42.5,3,18-25,Domestic
10033065,False,2,304,152.0,8,41-60,Domestic
10033066,False,2,227,113.5,1,26-40,Domestic
10033067,False,2,60,30.0,6,18-25,Domestic
10033068,False,2,115,57.5,8,60+,Domestic
10033069,False,2,165,82.5,2,26-40,Domestic
10033070,False,1,152,152.0,8,18-25,Domestic
10033071,False,2,187,93.5,3,18-25,Domestic
10033072,False,2,304,152.0,4,18-25,Domestic
10033073,False,2,165,82.5,5,41-60,International
10033074,False,1,25,25.0,5,18-25,Domestic
10033075,False,2,227,113.5,6,26-40,Domestic
10033076,True,2,202,101.0,29,41-60,Domestic
10033077,True,1,75,75.0,26,18-25,International
10033078,False,2,242,121.0,2,26-40,Domestic
10033079,False,1,90,90.0,3,26-40,Domestic
10033080,False,2,55,27.5,5,18-25,Domestic
10033081,False,1,75,75.0,6,26-40,Domestic
10033082,False,2,187,93.5,8,18-25,Domestic
10033083,False,2,110,55.0,3,18-25,Domestic
10033084,False,1,152,152.0,4,18-25,Domestic
10033085,False,1,75,75.0,8,41-60,Domestic
10033086,False,1,152,152.0,8,26-40,Domestic
10033087,False,2,202,101.0,7,18-25,Domestic
10033088,False,2,227,113.5,1,26-40,Domestic
10033089,False,2,192,96.0,6,41-60,International
10033090,False,1,152,152.0,7,18-25,Domestic
10033091,False,1,75,75.0,6,<18,Domestic
10033092,False,2,304,152.0,8,<18,Domestic
10033093,True,2,165,82.5,28,26-40,Domestic
10033094,False,1,152,152.0,4,18-25,Domestic
10033095,False,1,152,152.0,7,<18,Domestic
10033096,False,1,35,35.0,6,18-25,Domestic
10033097,True,2,165,82.5,18,18-25,Domestic
10033098,False,2,242,121.0,3,18-25,Domestic
10033099,False,1,40,40.0,5,18-25,Domestic
10033100,False,1,75,75.0,1,18-25,Domestic
10033101,False,2,115,57.5,8,<18,Domestic
10033102,False,1,152,152.0,1,18-25,Domestic
10033103,False,1,152,152.0,2,18-25,Domestic
10033104,False,1,25,25.0,1,60+,Domestic
10033105,False,1,50,50.0,3,41-60,Domestic
10033106,False,2,172,86.0,8,18-25,Domestic
10033107,False,2,227,113.5,4,18-25,Domestic
10033108,False,2,304,152.0,6,<18,Domestic
10033109,False,2,227,113.5,2,18-25,Domestic
10033110,False,2,150,75.0,8,<18,Domestic
10033111,False,1,75,75.0,4,26-40,Domestic
10033112,False,1,75,75.0,4,18-25,Domestic
10033113,False,2,304,152.0,4,41-60,Domestic
10033114,False,2,304,152.0,1,18-25,Domestic
10033115,False,2,187,93.5,7,18-25,Domestic
10033116,False,1,35,35.0,5,<18,International
10033117,False,1,152,152.0,3,18-25,Domestic
10033118,False,1,152,152.0,2,26-40,Domestic
10033119,False,1,152,152.0,2,18-25,Domestic
10033120,False,1,152,152.0,8,26-40,Domestic
10033121,False,1,75,75.0,7,18-25,Domestic
10033122,False,1,35,35.0,1,26-40,Domestic
10033123,False,1,90,90.0,5,26-40,Domestic
10033124,False,1,35,35.0,2,41-60,Domestic
10033125,False,2,110,55.0,7,18-25,Domestic
10033126,False,1,75,75.0,3,26-40,Domestic
10033127,False,2,304,152.0,1,41-60,Domestic
10033128,False,2,202,101.0,8,18-25,Domestic
10033129,False,1,152,152.0,6,18-25,Domestic
10033130,False,2,110,55.0,5,18-25,Domestic
10033131,False,2,304,152.0,3,<18,Domestic
10033132,False,1,90,90.0,7,41-60,Domestic
10033133,True,1,90,90.0,21,41-60,Domestic
10033134,False,2,150,75.0,4,26-40,Domestic
10033135,False,2,85,42.5,3,18-25,Domestic
10033136,False,1,152,152.0,4,26-40,Domestic
10033137,False,1,152,152.0,3,26-40,Domestic
10033138,False,1,152,152.0,3,41-60,International
10033139,False,2,95,47.5,4,18-25,Domestic
10033140,False,1,40,40.0,8,26-40,International
10033141,False,2,227,113.5,7,18-25,Domestic
10033142,False,2,304,152.0,1,26-40,Domestic
10033143,False,1,20,20.0,8,18-25,International
10033144,True,2,172,86.0,22,18-25,Domestic
10033145,False,2,100,50.0,6,18-25,Domestic
10033146,False,2,192,96.0,4,<18,Domestic
10033147,False,1,90,90.0,6,26-40,Domestic
10033148,False,1,20,20.0,6,18-25,Domestic
10033149,False,2,100,50.0,6,<18,Domestic
10033150,False,1,90,90.0,5,18-25,Domestic
10033151,False,2,95,47.5,5,18-25,Domestic
10033152,False,2,187,93.5,7,26-40,Domestic
10033153,False,1,152,152.0,5,41-60,International
10033154,False,1,75,75.0,4,18-25,Domestic
10033155,False,1,35,35.0,5,41-60,Domestic
10033156,True,1,152,152.0,21,41-60,Domestic
10033157,False,2,165,82.5,8,18-25,Domestic
10033158,False,2,60,30.0,5,18-25,Domestic
10033159,False,2,110,55.0,2,26-40,Domestic
10033160,True,2,150,75.0,23,18-25,Domestic
10033161,False,2,125,62.5,3,18-25,International
10033162,False,1,75,75.0,4,18-25,International
10033163,True,2,177,88.5,23,18-25,Domestic
10033164,False,1,90,90.0,7,41-60,Domestic
10033165,False,1,25,25.0,5,26-40,Domestic
10033166,False,1,152,152.0,5,18-25,Domestic
10033167,False,2,227,113.5,8,18-25,Domestic
10033168,False,2,304,152.0,3,18-25,Domestic
10033169,False,1,75,75.0,5,18-25,Domestic
10033170,False,2,150,75.0,2,18-25,Domestic
10033171,False,1,75,75.0,3,<18,Domestic
10033172,True,2,304,152.0,25,18-25,Domestic
10033173,False,2,227,113.5,2,26-40,Domestic
10033174,False,2,110,55.0,7,26-40,Domestic
10033175,False,2,304,152.0,2,18-25,Domestic
10033176,False,2,227,113.5,6,26-40,Domestic
10033177,True,2,242,121.0,25,18-25,Domestic
10033178,False,2,227,113.5,2,26-40,International
10033179,False,1,75,75.0,8,18-25,Domestic
10033180,False,1,75,75.0,7,18-25,International
10033181,False,2,125,62.5,7,41-60,Domestic
10033182,False,1,25,25.0,8,<18,Domestic
10033183,False,1,35,35.0,8,41-60,Domestic
10033184,False,1,35,35.0,3,18-25,International
10033185,False,1,152,152.0,1,<18,Domestic
10033186,False,2,304,152.0,6,18-25,Domestic
10033187,False,1,152,152.0,7,41-60,Domestic
10033188,False,2,304,152.0,2,41-60,Domestic
10033189,False,2,115,57.5,2,18-25,Domestic
10033190,False,1,20,20.0,8,26-40,Domestic
10033191,False,2,110,55.0,3,18-25,Domestic
10033192,False,2,227,113.5,1,26-40,Domestic
10033193,False,2,110,55.0,8,18-25,Domestic
10033194,False,1,152,152.0,5,18-25,Domestic
10033195,True,1,75,75.0,27,18-25,Domestic
10033196,False,2,85,42.5,5,18-25,International
10033197,False,1,50,50.0,4,60+,Domestic
10033198,True,1,50,50.0,18,<18,Domestic
10033199,False,2,304,152.0,8,18-25,International
10033200,False,1,152,152.0,3,26-40,Domestic
10033201,True,2,227,113.5,28,26-40,Domestic
10033202,False,1,35,35.0,7,18-25,Domestic
10033203,False,1,152,152.0,1,18-25,Domestic
10033204,False,1,152,152.0,8,18-25,International
10033205,False,1,75,75.0,5,18-25,International
10033206,False,2,304,152.0,7,18-25,Domestic
10033207,False,2,304,152.0,5,<18,Domestic
10033208,False,1,75,75.0,8,26-40,Domestic
10033209,False,1,152,152.0,2,60+,Domestic
10033210,False,2,70,35.0,2,26-40,Domestic
10033211,True,2,304,152.0,24,60+,Domestic
10033212,False,1,35,35.0,1,18-25,Domestic
10033213,False,2,227,113.5,1,<18,Domestic
10033214,False,2,115,57.5,8,41-60,Domestic
10033215,False,2,80,40.0,2,18-25,Domestic
10033216,True,1,90,90.0,20,<18,Domestic
10033217,False,2,177,88.5,6,18-25,Domestic
10033218,False,1,152,152.0,5,26-40,Domestic
10033219,False,1,35,35.0,1,18-25,Domestic
10033220,False,2,70,35.0,4,18-25,International
10033221,False,2,115,57.5,8,18-25,Domestic
10033222,False,1,152,152.0,1,18-25,Domestic
10033223,False,2,177,88.5,6,18-25,Domestic
10033224,False,2,177,88.5,6,26-40,International
10033225,False,2,45,22.5,1,26-40,Domestic
10033226,False,2,202,101.0,2,26-40,Domestic
10033227,False,2,202,101.0,7,41-60,Domestic
10033228,False,2,177,88.5,1,41-60,International
10033229,False,1,75,75.0,5,26-40,International
10033230,False,2,227,113.5,2,<18,Domestic
10033231,False,1,25,25.0,4,<18,Domestic
10033232,False,1,75,75.0,7,18-25,Domestic
10033233,False,2,304,152.0,2,18-25,Domestic
10033234,False,2,304,152.0,3,26-40,Domestic
10033235,False,1,75,75.0,3,18-25,Domestic
10033236,False,2,125,62.5,2,41-60,Domestic
10033237,False,1,35,35.0,5,18-25,Domestic
10033238,False,2,180,90.0,4,18-25,Domestic
10033239,False,2,304,152.0,8,18-25,Domestic
10033240,False,1,152,152.0,6,41-60,Domestic
10033241,False,2,125,62.5,6,<18,Domestic
10033242,False,2,45,22.5,5,<18,Domestic
10033243,False,2,202,101.0,2,26-40,Domestic
10033244,False,2,304,152.0,8,18-25,Domestic
10033245,False,1,20,20.0,4,<18,Domestic
10033246,False,1,90,90.0,5,26-40,Domestic
10033247,False,2,202,101.0,4,18-25,Domestic
10033248,False,1,152,152.0,1,26-40,Domestic
10033249,False,1,152,152.0,5,26-40,Domestic
10033250,False,1,75,75.0,1,18-25,Domestic
10033251,False,1,152,152.0,6,18-25,Domestic
10033252,False,1,152,152.0,2,18-25,Domestic
10033253,False,1,90,90.0,3,18-25,Domestic
10033254,False,1,35,35.0,2,<18,International
10033255,False,1,90,90.0,3,26-40,Domestic
10033256,False,1,20,20.0,6,18-25,Domestic
10033257,False,2,304,152.0,7,26-40,Domestic
10033258,False,2,187,93.5,6,<18,Domestic
10033259,False,1,90,90.0,7,41-60,Domestic
10033260,False,2,125,62.5,8,18-25,Domestic
10033261,False,2,165,82.5,6,18-25,Domestic
10033262,True,2,125,62.5,21,18-25,Domestic
10033263,False,2,115,57.5,5,26-40,Domestic
10033264,False,2,125,62.5,3,60+,International
10033265,False,2,115,57.5,1,41-60,Domestic
10033266,False,2,227,113.5,2,<18,Domestic
10033267,False,2,165,82.5,1,41-60,Domestic
10033268,False,2,227,113.5,6,18-25,Domestic
10033269,False,2,70,35.0,6,41-60,Domestic
10033270,False,1,35,35.0,2,41-60,Domestic
10033271,False,2,172,86.0,7,41-60,Domestic
10033272,False,1,75,75.0,5,18-25,Domestic
10033273,False,2,242,121.0,1,26-40,Domestic
10033274,False,1,90,90.0,2,41-60,Domestic
10033275,False,2,202,101.0,7,26-40,Domestic
10033276,False,2,130,65.0,4,18-25,Domestic
10033277,False,1,40,40.0,8,<18,Domestic
10033278,False,1,35,35.0,7,18-25,Domestic
10033279,False,2,150,75.0,8,26-40,Domestic
10033280,False,1,35,35.0,8,41-60,Domestic
10033281,False,2,100,50.0,7,18-25,International
10033282,False,1,25,25.0,8,26-40,Domestic
10033283,False,2,150,75.0,1,26-40,Domestic
10033284,False,2,227,113.5,6,41-60,International
10033285,False,2,110,55.0,1,41-60,International
10033286,False,2,150,75.0,6,18-25,International
10033287,False,2,227,113.5,4,26-40,Domestic
10033288,False,1,40,40.0,4,18-25,Domestic
10033289,False,2,242,121.0,5,18-25,Domestic
10033290,False,1,90,90.0,8,41-60,Domestic
10033291,False,1,25,25.0,5,60+,Domestic
10033292,True,2,192,96.0,30,60+,Domestic
10033293,False,2,70,35.0,4,18-25,Domestic
10033294,False,1,75,75.0,4,18-25,Domestic
10033295,False,1,75,75.0,5,18-25,Domestic
10033296,False,2,227,113.5,1,18-25,Domestic
10033297,False,1,40,40.0,1,26-40,Domestic
10033298,False,2,115,57.5,5,18-25,Domestic
10033299,False,1,75,75.0,7,<18,Domestic
10033300,False,1,20,20.0,2,18-25,Domestic
10033301,False,2,95,47.5,5,18-25,Domestic
10033302,False,2,115,57.5,7,18-25,International
10033303,False,2,115,57.5,3,<18,Domestic
10033304,False,2,177,88.5,4,41-60,Domestic
10033305,False,2,115,57.5,1,26-40,Domestic
10033306,False,2,75,37.5,1,18-25,Domestic
10033307,False,1,20,20.0,7,18-25,Domestic
10033308,False,1,152,152.0,4,26-40,Domestic
10033309,False,1,75,75.0,2,41-60,International
10033310,False,1,50,50.0,4,18-25,Domestic
10033311,False,2,100,50.0,8,26-40,Domestic
10033312,False,1,50,50.0,3,26-40,International
10033313,False,2,242,121.0,2,26-40,Domestic
10033314,False,2,60,30.0,3,<18,Domestic
10033315,True,2,150,75.0,19,26-40,Domestic
10033316,False,2,304,152.0,1,18-25,Domestic
10033317,False,1,75,75.0,1,41-60,Domestic
10033318,False,2,65,32.5,8,26-40,International
10033319,False,2,100,50.0,6,18-25,Domestic
10033320,False,1,50,50.0,4,41-60,Domestic
10033321,True,1,40,40.0,26,18-25,Domestic
10033322,False,2,304,152.0,8,18-25,Domestic
10033323,False,1,75,75.0,6,26-40,Domestic
10033324,False,2,110,55.0,2,18-25,Domestic
10033325,True,1,152,152.0,19,<18,International
10033326,False,2,227,113.5,7,18-25,Domestic
10033327,False,1,25,25.0,2,18-25,Domestic
10033328,False,1,152,152.0,2,41-60,International
10033329,False,2,100,50.0,4,26-40,Domestic
10033330,False,1,25,25.0,1,18-25,Domestic
10033331,False,1,152,152.0,5,41-60,Domestic
10033332,False,1,35,35.0,2,18-25,Domestic
10033333,False,1,50,50.0,5,26-40,Domestic
10033334,False,2,85,42.5,4,41-60,Domestic
10033335,False,2,227,113.5,5,26-40,Domestic
10033336,False,2,242,121.0,3,41-60,Domestic
10033337,False,1,152,152.0,7,60+,Domestic
10033338,False,2,202,101.0,7,18-25,Domestic
10033339,True,2,100,50.0,19,18-25,Domestic
10033340,False,2,227,113.5,3,60+,Domestic
10033341,False,2,304,152.0,4,18-25,Domestic
10033342,False,2,110,55.0,8,18-25,Domestic
10033343,False,1,152,152.0,2,41-60,Domestic
10033344,False,2,165,82.5,8,18-25,Domestic
10033345,False,1,25,25.0,3,<18,Domestic
10033346,False,1,152,152.0,1,18-25,Domestic
10033347,False,2,177,88.5,2,18-25,Domestic
10033348,False,1,152,152.0,8,18-25,Domestic
10033349,False,1,152,152.0,2,18-25,Domestic
10033350,False,2,125,62.5,1,26-40,Domestic
10033351,False,1,152,152.0,4,18-25,Domestic
10033352,False,2,80,40.0,5,41-60,Domestic
10033353,False,2,100,50.0,6,60+,Domestic
10033354,False,2,242,121.0,2,18-25,Domestic
10033355,False,2,100,50.0,5,41-60,Domestic
10033356,False,2,187,93.5,4,26-40,Domestic
10033357,True,2,242,121.0,24,41-60,Domestic
10033358,False,2,187,93.5,8,18-25,Domestic
10033359,False,2,304,152.0,6,26-40,Domestic
10033360,False,2,50,25.0,3,41-60,Domestic
10033361,False,2,242,121.0,5,18-25,Domestic
10033362,False,2,227,113.5,7,41-60,International
10033363,False,2,172,86.0,4,41-60,International
10033364,False,1,152,152.0,8,26-40,Domestic
10033365,False,2,187,93.5,1,18-25,Domestic
10033366,False,2,45,22.5,2,18-25,Domestic
10033367,False,2,60,30.0,4,18-25,Domestic
10033368,False,2,172,86.0,5,41-60,Domestic
10033369,False,1,25,25.0,2,<18,Domestic
10033370,False,2,304,152.0,8,18-25,Domestic
10033371,False,1,75,75.0,5,26-40,Domestic
10033372,False,2,227,113.5,4,<18,Domestic
10033373,False,1,152,152.0,6,18-25,International
10033374,False,2,172,86.0,6,<18,Domestic
10033375,False,2,65,32.5,6,<18,Domestic
10033376,False,2,304,152.0,2,26-40,Domestic
10033377,False,2,115,57.5,3,26-40,International
10033378,False,1,75,75.0,4,26-40,Domestic
10033379,False,1,152,152.0,3,18-25,International
10033380,False,2,165,82.5,1,41-60,International
10033381,False,2,187,93.5,1,18-25,Domestic
10033382,False,1,75,75.0,4,<18,Domestic
10033383,False,1,152,152.0,1,18-25,Domestic
10033384,False,2,172,86.0,8,18-25,Domestic
10033385,False,1,152,152.0,4,18-25,International
10033386,False,2,227,113.5,4,18-25,Domestic
10033387,False,2,202,101.0,1,26-40,Domestic
10033388,False,1,75,75.0,1,18-25,Domestic
10033389,False,1,152,152.0,6,18-25,International
10033390,False,2,227,113.5,6,18-25,International
10033391,False,2,70,35.0,6,41-60,Domestic
10033392,False,1,152,152.0,4,41-60,Domestic
10033393,False,2,242,121.0,2,18-25,Domestic
10033394,False,2,242,121.0,3,26-40,Domestic
10033395,False,2,227,113.5,3,18-25,Domestic
10033396,False,2,90,45.0,8,26-40,International
10033397,False,2,227,113.5,3,18-25,Domestic
10033398,False,1,40,40.0,6,18-25,Domestic
10033399,False,1,40,40.0,7,18-25,Domestic
10033400,False,1,75,75.0,3,26-40,International
10033401,False,2,187,93.5,8,26-40,Domestic
10033402,False,1,20,20.0,1,18-25,International
10033403,False,2,177,88.5,5,18-25,Domestic
10033404,False,1,75,75.0,7,18-25,Domestic
10033405,True,2,100,50.0,26,18-25,Domestic
10033406,False,2,110,55.0,5,18-25,Domestic
10033407,False,1,75,75.0,3,60+,Domestic
10033408,False,2,192,96.0,1,18-25,Domestic
10033409,False,1,75,75.0,2,41-60,Domestic
10033410,False,1,152,152.0,1,<18,Domestic
10033411,False,2,172,86.0,5,<18,International
10033412,False,1,152,152.0,4,<18,Domestic
10033413,False,2,304,152.0,7,26-40,Domestic
10033414,True,1,152,152.0,18,18-25,Domestic
10033415,False,2,304,152.0,1,26-40,Domestic
10033416,False,1,20,20.0,5,<18,Domestic
10033417,False,1,35,35.0,1,26-40,Domestic
10033418,False,2,110,55.0,1,<18,Domestic
10033419,False,2,55,27.5,1,26-40,Domestic
10033420,False,2,150,75.0,1,18-25,Domestic
10033421,True,2,110,55.0,19,26-40,Domestic
10033422,False,1,50,50.0,4,26-40,Domestic
10033423,False,2,187,93.5,8,18-25,Domestic
10033424,False,2,192,96.0,4,26-40,Domestic
10033425,False,1,35,35.0,6,26-40,Domestic
10033426,False,2,242,121.0,6,18-25,Domestic
10033427,False,2,165,82.5,3,41-60,Domestic
10033428,False,2,60,30.0,5,18-25,Domestic
10033429,False,1,152,152.0,4,26-40,Domestic
10033430,False,2,85,42.5,4,26-40,Domestic
10033431,False,1,40,40.0,1,18-25,Domestic
10033432,False,2,177,88.5,8,26-40,Domestic
10033433,False,2,304,152.0,6,41-60,Domestic
10033434,False,2,150,75.0,2,18-25,Domestic
10033435,False,2,227,113.5,4,<18,International
10033436,False,2,177,88.5,6,18-25,International
10033437,False,1,152,152.0,5,41-60,Domestic
10033438,False,2,150,75.0,1,41-60,Domestic
10033439,False,2,227,113.5,6,18-25,Domestic
10033440,False,2,150,75.0,1,18-25,Domestic
10033441,False,1,152,152.0,1,41-60,Domestic
10033442,False,1,75,75.0,6,41-60,Domestic
10033443,False,2,304,152.0,2,41-60,Domestic
10033444,False,2,227,113.5,1,18-25,Domestic
10033445,False,1,50,50.0,7,41-60,International
10033446,False,2,227,113.5,2,26-40,Domestic
10033447,False,2,115,57.5,7,18-25,Domestic
10033448,False,2,242,121.0,1,18-25,Domestic
10033449,False,2,187,93.5,8,18-25,Domestic
10033450,False,2,177,88.5,1,26-40,Domestic
10033451,False,2,177,88.5,4,26-40,Domestic
